编号,类别,图题或文件主题,参考来源,原发布页,作者,台账许可线索,本次处理
XIAO-384-8-9,教材PDF裁图候选,图8-9 斜拉悬索协作体系示意图,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-385-8-10,教材PDF裁图候选,图8-10 广东省虎门二桥方案,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-385-8-11,教材PDF裁图候选,图8-11 神•绍加拉桥 图8-12 湘江四桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-386-8-13,教材PDF裁图候选,图8-13 菜园坝大桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-386-8-14,教材PDF裁图候选,图8-14 菜园坝大桥结构体系示意图,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-387-8-15,教材PDF裁图候选,图8-15 主梁的分变换I,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-387-8-16,教材PDF裁图候选,图8-16 主梁的分变换II,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-388-8-17,教材PDF裁图候选,图8-17 主拱的分散化,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-388-8-18,教材PDF裁图候选,图8-18 双拱肋拱桥的合变换,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-389-8-20,教材PDF裁图候选,图8-20 单拱肋拱桥的分变换,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-390-8-21,教材PDF裁图候选,图8-21 Gyopo 桥效果图 图8-22 Gyopo 桥系杆设置示意图,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-390-8-23,教材PDF裁图候选,图8-23 索塔横向形式,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-390-8-25,教材PDF裁图候选,图8-25 韩国Sepoong 桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-391-8-26,教材PDF裁图候选,图8- 26 分离出副塔柱的桥梁,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-391-8-27,教材PDF裁图候选,图8-27 异型塔形式,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-391-8-28,教材PDF裁图候选,图8-28 奥克兰海湾大桥主塔截面与剪力连接件,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-392-8-29,教材PDF裁图候选,图8-29 单薄壁墩刚构桥 图8-30 双薄壁墩刚构桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-392-8-31,教材PDF裁图候选,图8-31 V 形墩刚构桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-392-8-32,教材PDF裁图候选,图8-32 斜拉桥索面形式,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-393-8-33,教材PDF裁图候选,图8-33 辐射形和竖琴形斜拉桥缆索体系对比,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-393-8-34,教材PDF裁图候选,图8-34 韩国Geogeum 桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-393-8-35,教材PDF裁图候选,图8-35 旧金山奥克兰海湾大桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-394-8-36,教材PDF裁图候选,图8-36 墨西拿海峡桥效果图 图8-37 墨西拿海湾桥主缆方案,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-394-8-38,教材PDF裁图候选,图8-38 嘉陵江朝阳桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-395-8-39,教材PDF裁图候选,图8-39 两铰拱桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-396-8-41,教材PDF裁图候选,图8-41 转体施工自锚悬索桥体系示意图,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-396-8-42,教材PDF裁图候选,图8-42 拱梁固结与拱梁铰接主梁弯矩对比,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-396-8-43,教材PDF裁图候选,图8-43 辅助索示意图,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-397-8-44,教材PDF裁图候选,图8-44 多塔斜拉桥缆索体系受力示意图,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-397-8-45,教材PDF裁图候选,图8-45 交叉索面多塔斜拉桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-397-8-46,教材PDF裁图候选,图8-46 采用辅助索的多塔斜拉桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-398-8-47,教材PDF裁图候选,图8-47 塔卡维尔桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-398-8-48,教材PDF裁图候选,图8-48 塔克马桥,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-399-8-49,教材PDF裁图候选,图8-49 “负斜拉索”方案,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-401-8-50,教材PDF裁图候选,图8-50 缆索承重桥梁体系构思－双塔体系,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-402-8-51,教材PDF裁图候选,图8-51 缆索承重桥梁体系构思－多塔体系,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-402-8-52,教材PDF裁图候选,图8-52 缆索承重桥梁体系构思－自组合共锚体系,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
XIAO-402-8-53,教材PDF裁图候选,图8-53 缆索承重桥梁体系构思－互组合共锚体系,用户已有参考PDF《桥梁结构体系》,,,内部选图；正式出版前授权或重绘,外部参考候选：本次不公开原图；逐图授权或独立制图
H:2,论文截取候选,昂船洲桥桥面导流板设置前后的绕流对比（CFD示意）,"M. C. H. Hui, HKIE Transactions 2013, Figure 2 (PDF第2页)",https://hkie.org.hk/hkietransactions/upload/2019-01-22/Full_bridge_aeroelastic_model_wind_tunnel_tests_for_the_Stonecutters_Bridge.pdf,Michael C. H. Hui,参考选图；正式使用须核查授权，保留原作者署名,外部参考候选：本次不公开原图；逐图授权或独立制图
H:3,论文截取候选,昂船洲桥全桥气弹模型风洞试验照片,"M. C. H. Hui, HKIE Transactions 2013, Figure 3 (PDF第3页)",https://hkie.org.hk/hkietransactions/upload/2019-01-22/Full_bridge_aeroelastic_model_wind_tunnel_tests_for_the_Stonecutters_Bridge.pdf,Michael C. H. Hui,参考选图；正式使用须核查授权，保留原作者署名,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-102169226,Commons网上候选,Structural model of SARS-CoV-2 infection - Oo 422117.png,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Structural_model_of_SARS-CoV-2_infection_-_Oo_422117.png,Victor Padilla-Sanchez,CC BY 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-105132566,Commons网上候选,The artistry of the cell spanning 50 years (51072145036).jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:The_artistry_of_the_cell_spanning_50_years_(51072145036).jpg,"Steve Jurvetson from Los Altos, USA",CC BY 2.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-10654536,Commons网上候选,Sutong Bridge.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Sutong_Bridge.jpg,ANR2008,CC BY 2.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-109742206,Commons网上候选,Earthquake damage - bridge over Styx River.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Earthquake_damage_-_bridge_over_Styx_River.jpg,Martin Luff,CC BY-SA 2.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-112296967,Commons网上候选,Standard Normal Distribution.svg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Standard_Normal_Distribution.svg,D Wells,CC BY-SA 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-114234952,Commons网上候选,Millau 00 0238.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Millau_00_0238.jpg,W. Bulach,CC BY-SA 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-114956091,Commons网上候选,Calumpit railway station construction sites Bridges 14.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Calumpit_railway_station_construction_sites_Bridges_14.jpg,FBenjr123,CC BY-SA 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-11571142,Commons网上候选,Roulette martingale sim.svg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Roulette_martingale_sim.svg,Erzbischof,CC BY-SA 3.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-116893761,Commons网上候选,Spalling concrete on the pier columns.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Spalling_concrete_on_the_pier_columns.jpg,OregonDOT,CC BY 2.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-118018511,Commons网上候选,"Nová lávka v Nymburce, 2022 (07).jpg",Wikimedia Commons,"https://commons.wikimedia.org/wiki/File:Nov%C3%A1_l%C3%A1vka_v_Nymburce,_2022_(07).jpg",Draceane,CC BY-SA 4.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-118150799,Commons网上候选,The Millau Viaduct (2714080736).jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:The_Millau_Viaduct_(2714080736).jpg,"FaceMePLS from The Hague, The Netherlands",CC BY 2.0,外部参考候选：本次不公开原图；逐图授权或独立制图
WC-118167844,Commons网上候选,Ordnance Survey bench-mark on canal bridge - geograph.org.uk - 3543488.jpg,Wikimedia Commons,https://commons.wikimedia.org/wiki/File:Ordnance_Survey_bench-mark_on_canal_bridge_-_geograph.org.uk_-_3543488.jpg,Shantavira,CC BY-SA 2.0,外部参考候选：本次不公开原图；逐图授权或独立制图
